frequency,trial_order,mean_x,std_x,count,mean_y,std_y,mean_rt,std_rt
200,1,0.40878447274760427,0.24324597814681104,22,0.8697123607987102,0.09224265048991051,5360.772727272727,2514.0463293041053
200,2,0.4629617469710618,0.23085744201025624,22,0.8521374043613129,0.11154343785232129,3705.181818181818,1158.1406541917845
200,3,0.4413516025440108,0.21894119927545547,22,0.8611470124942525,0.10796177335077695,3476.818181818182,1241.4647123598127
1000,1,0.5073431253637936,0.236390949021382,22,0.46129744678691265,0.20260526202002194,5741.863636363636,5131.956651780837
1000,2,0.5266353096027749,0.18253152962249142,22,0.49389705037227183,0.161251063276917,3598.1363636363635,1461.3342336454868
1000,3,0.5520831939339754,0.22463605936135925,22,0.4575440013240714,0.14365953593074132,3543.0,1204.8041927455029
4000,1,0.6179684141363482,0.22907075220271034,22,0.1199533422179284,0.10869350459001528,4779.636363636364,3966.8523871543116
4000,2,0.6258491015928543,0.2236332319593575,22,0.11554697042945178,0.11041626379493225,3561.909090909091,1650.3746445981492
4000,3,0.6353433975728927,0.2128821150395015,22,0.13121438746400493,0.09624377172788165,3406.5,1604.9703082849196
