task,trial_number,frequency,click_x_px,click_y_px,click_x_norm,click_y_norm,rt_ms,trial_type,trial_index,plugin_version,time_elapsed,participant_id,demographics,gender,age,hearing,hobbies
spatial_mapping,7,4000,118.0089111328125,142.1696319580078,0.2925149937047772,0.3524034634164496,6582,html-keyboard-response,13,2.1.0,86328,P_20251213_095146,"{""gender"":""Sieviete"",""age"":22,""hearing"":""Nē"",""hobbies"":[""Lasīšana"",""Mūzika""]}",Sieviete,22,Nē,"['Lasīšana', 'Mūzika']"
spatial_mapping,8,200,104.0089111328125,272.1696319580078,0.2578124456297598,0.6746414098273255,7536,html-keyboard-response,15,2.1.0,95893,P_20251213_095146,"{""gender"":""Sieviete"",""age"":22,""hearing"":""Nē"",""hobbies"":[""Lasīšana"",""Mūzika""]}",Sieviete,22,Nē,"['Lasīšana', 'Mūzika']"
spatial_mapping,9,1000,142.0089111328125,192.1696319580078,0.3520050761190927,0.4763411351129403,4508,html-keyboard-response,17,2.1.0,102433,P_20251213_095146,"{""gender"":""Sieviete"",""age"":22,""hearing"":""Nē"",""hobbies"":[""Lasīšana"",""Mūzika""]}",Sieviete,22,Nē,"['Lasīšana', 'Mūzika']"
spatial_mapping,1,200,35.0089111328125,392.1696319580078,0.0867784586886026,0.9720918218989032,5231,html-keyboard-response,1,2.1.0,56235,P_20251213_095411,"{""gender"":""Vīrietis"",""age"":35,""hearing"":""Nē"",""hobbies"":[""Mūzika"",""Sports""]}",Vīrietis,35,Nē,"['Mūzika', 'Sports']"
spatial_mapping,2,1000,320.0089111328125,43.16963195800781,0.7932231873585995,0.1070068734573981,3351,html-keyboard-response,3,2.1.0,61620,P_20251213_095411,"{""gender"":""Vīrietis"",""age"":35,""hearing"":""Nē"",""hobbies"":[""Mūzika"",""Sports""]}",Vīrietis,35,Nē,"['Mūzika', 'Sports']"
spatial_mapping,3,1000,275.0089111328125,93.1696319580078,0.6816792828317579,0.2309445451538887,2815,html-keyboard-response,5,2.1.0,66448,P_20251213_095411,"{""gender"":""Vīrietis"",""age"":35,""hearing"":""Nē"",""hobbies"":[""Mūzika"",""Sports""]}",Vīrietis,35,Nē,"['Mūzika', 'Sports']"
spatial_mapping,4,4000,245.0089111328125,6.1696319580078125,0.6073166798138635,0.0152929964019949,4546,html-keyboard-response,7,2.1.0,73004,P_20251213_095411,"{""gender"":""Vīrietis"",""age"":35,""hearing"":""Nē"",""hobbies"":[""Mūzika"",""Sports""]}",Vīrietis,35,Nē,"['Mūzika', 'Sports']"
spatial_mapping,5,1000,274.0089111328125,65.16963195800781,0.6792005293978282,0.161539449003854,3870,html-keyboard-response,9,2.1.0,78903,P_20251213_095411,"{""gender"":""Vīrietis"",""age"":35,""hearing"":""Nē"",""hobbies"":[""Mūzika"",""Sports""]}",Vīrietis,35,Nē,"['Mūzika', 'Sports']"
spatial_mapping,6,200,35.0089111328125,392.1696319580078,0.0867784586886026,0.9720918218989032,3071,html-keyboard-response,11,2.1.0,83990,P_20251213_095411,"{""gender"":""Vīrietis"",""age"":35,""hearing"":""Nē"",""hobbies"":[""Mūzika"",""Sports""]}",Vīrietis,35,Nē,"['Mūzika', 'Sports']"
spatial_mapping,7,4000,238.0089111328125,5.1696319580078125,0.5899654057763548,0.0128142429680651,3867,html-keyboard-response,13,2.1.0,89879,P_20251213_095411,"{""gender"":""Vīrietis"",""age"":35,""hearing"":""Nē"",""hobbies"":[""Mūzika"",""Sports""]}",Vīrietis,35,Nē,"['Mūzika', 'Sports']"
spatial_mapping,8,200,32.0089111328125,384.1696319580078,0.0793421983868132,0.9522617944274644,2749,html-keyboard-response,15,2.1.0,94644,P_20251213_095411,"{""gender"":""Vīrietis"",""age"":35,""hearing"":""Nē"",""hobbies"":[""Mūzika"",""Sports""]}",Vīrietis,35,Nē,"['Mūzika', 'Sports']"
spatial_mapping,9,4000,283.0089111328125,3.1696319580078125,0.7015093103031964,0.0078567361002055,3440,html-keyboard-response,17,2.1.0,100107,P_20251213_095411,"{""gender"":""Vīrietis"",""age"":35,""hearing"":""Nē"",""hobbies"":[""Mūzika"",""Sports""]}",Vīrietis,35,Nē,"['Mūzika', 'Sports']"
spatial_mapping,1,200,379.0089111328125,380.1696319580078,0.9394696399604584,0.9423467806917452,5918,html-keyboard-response,1,2.1.0,32044,P_20251213_095625,"{""gender"":""Sieviete"",""age"":34,""hearing"":""Nē"",""hobbies"":[""Lasīšana""]}",Sieviete,34,Nē,['Lasīšana']
