frequency,mean_y,std_y,mean_x,std_x,n
200,0.8111559923834767,0.11329539360949284,0.4456932002513609,0.2012071472923547,40
1000,0.48323667652221136,0.15344865772372104,0.5318154831239323,0.17865503509926386,40
4000,0.14204787640127564,0.08829601352405425,0.5827771731229363,0.20954768073570076,40
