task,trial_number,frequency,click_x_norm,click_y_norm,rt_ms,trial_type,trial_index,plugin_version,time_elapsed,participant_id,demographics
spatial_mapping,1,200,0.8328832423014766,0.8382391364666931,7807,html-keyboard-response,1,2.1.0,133473,P_20251213_094736,"{""gender"":""Vīrietis"",""age"":35,""hearing"":""Nē"",""hobbies"":[""other""],""hobbies-Comment"":""dejošana""}"
spatial_mapping,2,1000,0.1338747739332691,0.7985790815238161,3791,html-keyboard-response,3,2.1.0,139303,P_20251213_094736,"{""gender"":""Vīrietis"",""age"":35,""hearing"":""Nē"",""hobbies"":[""other""],""hobbies-Comment"":""dejošana""}"
spatial_mapping,3,200,0.8824583109800729,0.865505424239921,5471,html-keyboard-response,5,2.1.0,146790,P_20251213_094736,"{""gender"":""Vīrietis"",""age"":35,""hearing"":""Nē"",""hobbies"":[""other""],""hobbies-Comment"":""dejošana""}"
spatial_mapping,4,4000,0.8279257354336169,0.134273161230626,3479,html-keyboard-response,7,2.1.0,152318,P_20251213_094736,"{""gender"":""Vīrietis"",""age"":35,""hearing"":""Nē"",""hobbies"":[""other""],""hobbies-Comment"":""dejošana""}"
spatial_mapping,5,200,0.8998095850175816,0.8754204379756403,3495,html-keyboard-response,9,2.1.0,157834,P_20251213_094736,"{""gender"":""Vīrietis"",""age"":35,""hearing"":""Nē"",""hobbies"":[""other""],""hobbies-Comment"":""dejošana""}"
spatial_mapping,6,4000,0.7733931598871611,0.1441881749663452,3443,html-keyboard-response,11,2.1.0,163292,P_20251213_094736,"{""gender"":""Vīrietis"",""age"":35,""hearing"":""Nē"",""hobbies"":[""other""],""hobbies-Comment"":""dejošana""}"
spatial_mapping,7,1000,0.1264385136314796,0.7638765334487987,4743,html-keyboard-response,13,2.1.0,170048,P_20251213_094736,"{""gender"":""Vīrietis"",""age"":35,""hearing"":""Nē"",""hobbies"":[""other""],""hobbies-Comment"":""dejošana""}"
spatial_mapping,8,4000,0.907245845319371,0.0871768459859595,3484,html-keyboard-response,15,2.1.0,175553,P_20251213_094736,"{""gender"":""Vīrietis"",""age"":35,""hearing"":""Nē"",""hobbies"":[""other""],""hobbies-Comment"":""dejošana""}"
spatial_mapping,9,1000,0.0669484312171641,0.8456753967684826,4150,html-keyboard-response,17,2.1.0,181730,P_20251213_094736,"{""gender"":""Vīrietis"",""age"":35,""hearing"":""Nē"",""hobbies"":[""other""],""hobbies-Comment"":""dejošana""}"
